pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
2211.0,0,0,0,"1,271,492",0
2221.0,0,0,0,"68,575",0
2330.0,0,0,0,"399,595",0
2340.0,0,"4,299",0,"38,233",0
2350.0,0,0,0,0,2
2429.0,0,0,0,"91,818",0
3274.0,0,0,0,0,4
3275.0,0,0,0,0,19
3285.0,0,0,0,0,37
3286.0,0,0,0,35,1
3299.0,0,0,0,44,22
4170.0,0,0,0,0,288
4189.0,0,0,0,0,341
4190.0,0,0,0,0,19
5120.0,0,0,0,0,285
5190.0,0,0,0,1,65
5220.0,0,0,0,"39,661",0
5390.0,0,0,0,0,2
5422.0,0,0,0,0,6
5480.0,0,0,0,0,6
6134.0,0,0,0,"32,778","1,196"
6136.0,0,0,0,397,76
6344.0,0,0,0,0,46
6653.0,0,0,0,0,9
6654.0,0,0,0,0,57
6747.0,0,0,0,30,29
6782.0,0,0,0,0,2
6811.0,0,0,0,3,0
6835.0,0,0,0,344,1
6838.0,0,0,0,68,0
6839.0,0,0,0,0,1
6885.0,0,0,0,0,1
6889.0,0,0,0,81,"1,066"
6899.0,0,0,0,8,0
7110.0,0,0,0,25,6
7120.0,0,0,0,8,9
7210.0,0,0,0,39,139
7230.0,0,0,0,26,0
7400.0,0,0,0,0,3
7500.0,0,0,0,11,0
7600.0,0,0,0,29,4
7900.0,0,0,0,127,153
9900.0,0,0,0,25,75
