pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
1100.0,"3,627,784","3,491,729","52,585,377",0,0
1200.0,0,"38,484","424,393",0,0
2100.0,"5,773","94,553","1,469",0,0
2211.0,"649,794","99,916","4,283,653",0,0
2221.0,0,"1,184","39,249",0,0
2330.0,"575,493","369,778","1,914,615",0,0
2340.0,0,"216,042","322,836",0,0
2350.0,0,"4,612","167,216",0,0
2410.0,0,0,"31,649",0,0
2429.0,0,0,"148,241",0,0
2430.0,"113,441","120,521","705,250",0,0
2540.0,0,"17,561","43,266",0,0
2640.0,"7,594","44,071","1,427",0,0
2990.0,"21,533","44,516",0,0,0
3110.0,0,"79,745",0,0,0
3212.0,0,"103,189","7,123",0,0
3219.0,"185,413","365,309","128,017",0,0
3220.0,0,"354,726","39,642",0,0
3230.0,0,"77,663","2,282",0,0
3240.0,"1,400",0,"41,055",0,0
3260.0,"2,787","8,530","139,854",0,0
3273.0,0,"35,000",0,0,0
3274.0,0,"57,043",600,0,0
3275.0,0,"1,464",0,0,0
3279.0,0,"6,560",0,0,0
3297.0,0,"12,162",0,0,0
3298.0,0,0,"1,600",0,0
3299.0,0,0,"1,400",0,0
4161.0,0,"2,874",0,0,0
4322.0,0,"1,698,721",0,0,0
4331.0,0,"1,268,504","14,480",0,0
4335.0,0,"5,343",0,0,0
4410.0,0,"523,096","8,299",0,0
4420.0,0,"10,714","50,857",0,0
4650.0,0,"63,896",0,0,0
4670.0,0,"1,433",0,0,0
4690.0,0,"24,705","18,620",0,0
4782.0,0,"15,236","2,375",0,0
4860.0,0,"9,786","1,500",0,0
4900.0,0,"215,944",0,0,0
5210.0,0,"489,935",0,0,0
5220.0,"3,752","157,500",0,0,0
5312.0,0,"50,427",0,0,0
5315.0,0,717,"23,201",0,0
5330.0,0,"2,701",0,0,0
5422.0,0,"5,359",0,0,0
5480.0,316,"12,866","35,705",0,0
8900.0,"85,395",0,0,0,0
