pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
2211.0,0,"15,698",718,0,0
2330.0,0,"8,184",290,0,0
2640.0,0,194,0,0,0
2990.0,0,"6,541",0,0,0
3190.0,0,29,0,0,0
3211.0,0,22,0,0,0
3220.0,0,10,0,0,0
3275.0,0,30,0,0,0
3276.0,0,20,0,0,0
3282.0,0,7,0,0,0
3286.0,0,8,0,0,0
3293.0,0,512,0,0,0
3299.0,0,806,0,0,0
4170.0,0,112,0,0,0
4189.0,0,"1,747",9,0,0
4190.0,0,"1,122",0,0,0
4225.0,0,0,4,0,0
4331.0,0,31,0,0,0
4420.0,0,0,174,0,0
4900.0,0,296,0,0,0
5190.0,0,24,0,0,0
5210.0,0,648,0,0,0
5220.0,0,600,0,0,0
5240.0,0,300,0,0,0
5290.0,0,403,29,0,0
5370.0,0,245,0,0,0
5480.0,0,"3,120",399,0,0
5540.0,0,123,0,0,0
6782.0,0,36,0,0,0
6885.0,0,299,0,0,0
6887.0,0,455,0,0,0
7110.0,0,"1,316",358,0,0
7120.0,0,66,10,0,0
7210.0,0,513,52,0,0
7230.0,0,7,0,0,0
7400.0,0,582,9,0,0
7900.0,0,"1,191",53,0,0
8900.0,0,0,21,0,0
