pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
2211.0,0,"51,013",390,0,0
2330.0,0,"39,679",580,0,0
2350.0,0,447,"4,088",0,0
2429.0,0,217,90,0,0
2430.0,0,409,203,0,0
2540.0,0,"1,498","1,185",0,0
2640.0,0,"1,794",74,0,0
2990.0,0,672,171,0,0
3130.0,0,53,0,0,0
3220.0,0,70,0,0,0
3240.0,0,37,0,0,0
3260.0,0,407,"2,840",0,0
3276.0,0,325,0,0,0
3282.0,0,445,19,0,0
3286.0,0,126,14,0,0
3293.0,0,732,456,0,0
3297.0,0,104,0,0,0
3299.0,0,353,420,0,0
4150.0,0,467,0,0,0
4161.0,0,14,0,0,0
4170.0,0,760,"2,231",0,0
4189.0,0,"2,491",184,0,0
4190.0,0,"1,593",157,0,0
4225.0,0,0,41,0,0
4310.0,0,1,0,0,0
4331.0,0,182,0,0,0
4338.0,0,0,150,0,0
4420.0,0,0,358,0,0
4630.0,0,"3,475",0,0,0
4900.0,0,514,219,0,0
5110.0,0,188,0,0,0
5120.0,0,0,"1,711",0,0
5190.0,0,"2,040",252,0,0
5210.0,0,58,58,0,0
5220.0,0,"6,424",352,0,0
5240.0,0,"4,248",4,0,0
5290.0,0,"4,690",135,0,0
5360.0,0,882,8,0,0
5370.0,0,387,49,0,0
5390.0,0,9,0,0,0
5421.0,0,24,0,0,0
5480.0,0,"6,064","2,320",0,0
5540.0,0,"1,081",5,0,0
6134.0,0,833,"3,776",0,0
6136.0,0,0,278,0,0
6747.0,0,20,0,0,0
6781.0,0,173,0,0,0
6782.0,0,54,0,0,0
6835.0,0,26,237,0,0
6885.0,0,"3,861","17,083",0,0
6887.0,0,"26,052",800,0,0
6889.0,0,"11,454","1,030",0,0
6899.0,0,83,0,0,0
7110.0,0,"4,605","3,823",0,0
7120.0,0,845,179,0,0
7210.0,0,"4,075","2,204",0,0
7220.0,0,1,1,0,0
7230.0,0,247,89,0,0
7400.0,0,"3,666",581,0,0
7500.0,0,"1,328",427,0,0
7600.0,0,334,199,0,0
7900.0,0,"45,427","15,006",0,0
8900.0,0,17,95,0,0
