pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
1100.0,0,100,520,0,"1,462"
1200.0,"4,431","7,412","38,621",7,"53,682"
2100.0,"292,726","835,258","664,605","45,686,676","331,130"
2211.0,"723,931","3,274,823","3,832,485","1,802,450","2,365,596"
2221.0,"41,530","263,863","152,626","48,950","251,283"
2330.0,"776,607","3,439,960","1,783,216","1,902,559","1,346,489"
2340.0,"4,418,437","4,556,141","4,013,548","2,842,232","2,932,394"
2350.0,"206,548","595,472","879,883","4,702,666","375,726"
2410.0,0,"6,075","53,638","23,275","44,909"
2429.0,"313,921","1,179,522","793,820","3,312,545","563,086"
2430.0,"70,346","855,188","236,149","1,026","4,363"
2540.0,"400,574","11,085","386,432","801,614","3,703,642"
2640.0,"16,425","303,526","113,700","563,650","1,159,309"
2990.0,"111,512","447,067","189,022",0,0
3110.0,"2,157","83,657","23,326","73,000",54
3120.0,0,"6,043",0,"26,496","2,670"
3130.0,0,"4,686","9,244",193,"87,910"
3190.0,0,"60,894","59,493","7,711","70,444"
3211.0,"298,536","929,525","466,744","205,116","608,468"
3212.0,"646,372","1,249,933","1,082,691","462,692","95,209"
3219.0,"723,788","452,272","2,138,293","156,975","1,564,554"
3220.0,"1,135,235","981,684","1,117,008","2,396,754","1,418,440"
3230.0,"487,653","156,947","371,488","209,933","2,338,934"
3240.0,"17,471","684,747","14,146","30,140","676,518"
3250.0,"4,867","1,400",0,"30,851","142,070"
3260.0,"30,939","320,381","136,620","203,715","1,327,891"
3271.0,"416,898","24,985","752,229",0,0
3272.0,"98,807","131,838","778,419","87,646","1,516"
3273.0,0,"51,807",0,"225,942",138
3274.0,"87,262","484,475","221,212","18,087","246,025"
3275.0,"9,774","99,485","2,721","66,196","722,670"
3276.0,"120,798","45,384","61,460","103,938","91,992"
3279.0,0,0,0,"10,968","14,830"
3281.0,0,0,0,"2,073",477
3282.0,"1,147",0,13,"18,824","98,149"
3283.0,0,0,0,"2,371","1,290"
3284.0,0,0,0,"6,716","13,293"
3285.0,0,0,"3,771","19,053","91,078"
3286.0,0,"5,202",58,"146,829","1,374,840"
3291.0,971,9,"3,784","27,458","41,959"
