pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
3110.0,0,"57,836",0,0,0
3120.0,0,"1,646",0,0,0
3130.0,0,"20,570",0,0,0
3190.0,0,"20,288",0,0,0
3276.0,0,"62,101",0,0,0
4161.0,0,0,"146,826",0,0
4323.0,0,"1,473",0,0,0
4331.0,0,0,"94,957",0,0
4630.0,0,0,"5,234",0,0
4690.0,0,0,"124,435",0,0
4900.0,0,"7,667",0,0,0
5312.0,0,"1,541","1,500",0,0
5315.0,0,"1,400",0,0,0
5360.0,0,"16,052",0,0,0
6241.0,0,0,"44,512",0,0
6344.0,0,"4,424","149,798",0,0
6442.0,0,0,"15,071",0,0
6447.0,0,0,"5,263",0,0
6522.0,0,0,"67,468",0,0
6889.0,0,0,"4,573",0,0
