pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
1100.0,0,0,0,825,265
1200.0,0,0,0,233,141
2100.0,0,"93,479",0,"190,241",0
2211.0,0,"1,788,870","20,609","1,931,815","61,880"
2221.0,0,0,0,"319,520",238
2330.0,"8,838","164,125","459,556","2,464,464","583,200"
2340.0,"703,210","788,232","1,190,284","57,209","105,349"
2350.0,36,"121,586","2,366","22,598","38,889"
2410.0,0,0,0,"8,169","1,256"
2429.0,0,"260,348","31,618","20,132","117,321"
2430.0,0,0,400,530,859
2540.0,0,0,0,174,"261,585"
2640.0,0,0,0,"6,159","1,787"
2990.0,0,"7,128",0,0,0
3110.0,0,0,0,"17,358",226
3120.0,0,0,0,174,61
3130.0,0,0,0,373,140
3190.0,0,0,0,"16,435","12,977"
3211.0,0,0,0,"21,734","2,353"
3212.0,0,0,0,77,"1,395"
3219.0,0,0,0,"25,267","12,038"
3220.0,0,0,0,"119,629","47,878"
3230.0,0,0,0,"195,726","44,477"
3240.0,0,0,0,"80,386","46,440"
3250.0,0,0,0,"51,590","16,894"
3260.0,0,0,0,"52,506","32,981"
3272.0,0,0,0,"8,280","1,058"
3273.0,0,0,0,404,445
3274.0,0,0,0,"212,180","6,771"
3275.0,0,0,0,"81,613","187,326"
3276.0,0,0,0,"65,405","546,860"
3279.0,0,0,0,"10,187","4,968"
3281.0,0,0,0,"1,798","3,389"
3282.0,0,0,0,"51,230","34,735"
3283.0,0,0,0,"10,105","6,786"
3284.0,0,0,0,"41,680","42,575"
3285.0,0,0,0,"116,253","97,898"
3286.0,0,0,0,"648,290","669,703"
3291.0,0,0,0,"41,410","9,673"
3292.0,0,0,0,"63,441","81,188"
3293.0,0,0,0,"36,934",756
3297.0,0,0,0,"369,825","68,621"
3298.0,0,0,0,"1,208",592
3299.0,0,9,0,"101,678","175,505"
4110.0,0,0,0,"10,657","1,081"
4150.0,0,0,0,"8,435","5,115"
4161.0,0,0,0,592,614
4170.0,0,"4,400",20,"9,569","62,491"
4189.0,0,0,0,"263,544","88,813"
4190.0,0,0,0,"42,236","10,743"
4225.0,0,0,0,"9,068","3,152,467"
4310.0,0,0,0,"91,896","4,163"
4322.0,0,0,0,"4,051",153
4323.0,0,0,0,965,"4,530"
4327.0,0,0,0,6,0
4331.0,0,"120,254","4,950","23,108","3,004"
4338.0,0,"6,000",0,0,0
4410.0,0,0,0,323,263
4420.0,0,0,0,"2,177","1,360,110"
4515.0,0,0,0,"2,753",203
4630.0,0,0,0,283,236
4650.0,0,0,0,"6,789","3,528"
4670.0,0,0,0,34,0
4680.0,0,0,0,"9,722","186,850"
4690.0,0,0,0,"3,693","3,597"
4741.0,0,0,0,"2,795","51,081"
4782.0,0,0,0,"9,599","22,205"
4860.0,0,0,0,0,70
4900.0,0,0,0,"35,837","34,078"
5110.0,0,0,0,"1,614","5,252"
5120.0,0,0,0,"251,455","210,810"
5190.0,0,27,0,"375,412","73,478"
5210.0,0,0,0,8,140
5220.0,0,0,0,"35,464",842
5240.0,0,0,0,"308,762","33,012"
5290.0,0,0,0,"735,839","18,675"
5312.0,0,0,0,"14,693",410
5315.0,0,0,0,"8,159",909
5320.0,0,0,0,"1,355,442","9,973"
5330.0,0,0,0,"641,621","4,494"
5360.0,0,0,0,"257,005","13,799"
5370.0,0,0,0,"343,923","9,636"
5390.0,0,0,0,"114,959","2,614"
5421.0,0,0,0,"34,011","27,491"
5422.0,0,0,0,"178,643","38,285"
5429.0,0,0,0,"31,776","303,637"
5480.0,15,38,"2,261","2,079,947","222,956"
5540.0,0,0,0,"150,477","17,310"
6134.0,0,30,0,"167,858","10,820"
6136.0,0,0,0,"217,945","18,782"
6241.0,0,0,0,931,"9,304"
6344.0,0,0,0,"2,059","204,723"
6442.0,0,0,0,"176,348","24,544"
6443.0,0,0,0,267,207
6447.0,0,0,0,81,"12,479"
6521.0,0,0,0,"1,172","6,674"
6522.0,0,0,0,"19,418","414,301"
6534.0,0,0,0,101,2
6590.0,0,0,0,"9,136","76,807"
6653.0,0,38,0,"76,268","30,084"
6654.0,0,0,0,"273,141","220,055"
6746.0,0,0,0,"10,265",344
6747.0,0,0,0,"59,834","109,018"
6781.0,0,0,0,"3,361","994,046"
6782.0,0,0,0,"26,115","1,477,033"
6811.0,0,0,0,"56,820","361,710"
6817.0,0,0,0,"5,176","17,663"
6822.0,0,0,0,"14,799","153,135"
6835.0,0,"128,363",0,"71,253","1,559"
6838.0,0,0,0,"5,861","1,235"
6839.0,0,0,890,"11,592","215,215"
6856.0,0,0,0,"62,997",233
6857.0,0,0,0,"402,708","342,628"
6858.0,0,0,0,"377,769","63,603"
6861.0,0,0,0,"37,066","1,046"
