pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
1100.0,0,"2,580,232","3,171",0,0
2100.0,0,"19,423",0,0,0
2211.0,"671,809","1,185,272","1,831,932",0,0
2330.0,"35,652","981,005","112,650",0,0
2340.0,0,"48,357","157,436",0,0
2350.0,0,"156,993","5,260",0,0
2429.0,0,"34,142",0,0,0
2430.0,0,"386,714","31,935",0,0
2540.0,0,"12,652",0,0,0
2990.0,"360,932",0,0,0,0
3110.0,0,"234,040","4,420",0,0
3120.0,0,"36,124",0,0,0
3130.0,0,"4,387","83,181",0,0
3190.0,"1,489","16,249","4,474",0,0
3212.0,0,"1,142",0,0,0
3219.0,0,"2,798",0,0,0
3220.0,0,"60,041","15,164",0,0
3230.0,0,"12,028",0,0,0
3250.0,0,"1,400",0,0,0
3260.0,0,"125,857",0,0,0
3273.0,0,"10,030",0,0,0
3274.0,0,"129,554",0,0,0
3276.0,0,"3,600","2,994",0,0
3279.0,0,"15,024",0,0,0
4189.0,0,"8,432",0,0,0
4225.0,0,0,580,0,0
4322.0,0,"1,883,687",0,0,0
4323.0,0,"284,506","10,788",0,0
4331.0,0,"1,265,155","59,925",0,0
4335.0,0,"453,221",0,0,0
4420.0,0,"4,520","18,260",0,0
4670.0,0,"11,874",775,0,0
4782.0,0,0,"7,863",0,0
4900.0,0,"9,436","26,194",0,0
5190.0,0,"8,817",430,0,0
5220.0,0,"1,070,485","4,252",0,0
5312.0,0,"9,157","3,000",0,0
5315.0,0,"10,846",0,0,0
5320.0,0,"3,057",0,0,0
5330.0,0,"218,239",161,0,0
5360.0,0,"111,973",424,0,0
5370.0,0,"7,594",0,0,0
5390.0,0,"141,693",0,0,0
5422.0,0,"7,601",0,0,0
5429.0,0,"2,909",0,0,0
5480.0,301,"49,765","47,018",0,0
6241.0,"23,075","1,426","470,095",0,0
6344.0,"1,759","447,194","79,196",0,0
6442.0,0,"3,025","258,273",0,0
6445.0,0,"1,664",0,0,0
6447.0,"1,635","1,536","91,147",0,0
6522.0,0,"4,644","487,422",0,0
6590.0,0,"2,905","6,983",0,0
6653.0,0,"115,311","113,544",0,0
6654.0,0,0,"8,423",0,0
6746.0,0,0,"38,687",0,0
6747.0,0,0,"6,266",0,0
6782.0,0,"1,656","455,860",0,0
6865.0,0,"74,051",0,0,0
6889.0,0,291,"308,558",0,0
7110.0,0,"8,842",180,0,0
7500.0,0,"7,113",0,0,0
7600.0,374,"125,629",0,0,0
