pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
2211.0,0,"2,210",0,0,0
2221.0,0,"1,539",0,0,0
2330.0,0,"1,791",0,0,0
2640.0,0,364,0,0,0
2990.0,0,"2,116",0,0,0
3220.0,0,320,0,0,0
3282.0,0,18,0,0,0
4189.0,0,288,0,0,0
4331.0,0,160,0,0,0
4783.0,0,"1,221",560,0,0
5190.0,0,"1,447",342,0,0
5290.0,0,48,0,0,0
5370.0,0,33,0,0,0
5480.0,0,636,103,0,0
6134.0,0,0,"3,623",0,0
6782.0,0,1,364,0,0
6838.0,0,0,73,0,0
6885.0,0,922,0,0,0
6887.0,0,761,0,0,0
7110.0,0,692,19,0,0
7120.0,0,16,0,0,0
7210.0,0,"1,105",14,0,0
7230.0,0,144,1,0,0
7400.0,0,"1,882",93,0,0
7500.0,0,8,0,0,0
7900.0,0,"1,758","4,620",0,0
8900.0,0,192,0,0,0
