pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
2330.0,0,"14,400","6,800","17,969",0
2340.0,0,"2,439",0,0,0
2350.0,0,"5,985",0,0,0
3220.0,0,"6,295","15,652",0,0
4410.0,0,0,"1,459",0,0
4420.0,0,"6,043","4,537","31,981",0
4782.0,0,"1,647",0,0,0
4900.0,0,0,0,"42,442",0
5220.0,0,"500,937","9,548",0,0
5312.0,0,"147,646",0,0,0
5320.0,0,0,0,"9,147",0
5330.0,0,"56,980",0,0,0
5360.0,0,"12,029",0,0,0
5390.0,0,"44,423",0,0,0
5480.0,0,"2,792",0,"8,520",0
6653.0,0,0,"1,361",0,0
6861.0,0,"36,486",0,0,0
7900.0,0,"1,950",0,0,0
