pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
1100.0,0,0,0,15,"19,400"
1200.0,0,0,0,"284,195","20,010"
2100.0,"2,085,912","9,518,054","47,202","9,474,815","118,232"
2211.0,"143,664","715,945","2,433,652","91,479","42,009"
2221.0,0,0,0,"588,916",92
2330.0,"300,534","729,628","689,023","418,606","210,944"
2340.0,"1,522,772","169,607","537,855","749,953","1,296,115"
2350.0,"235,386","68,178","488,906","41,893","112,246"
2410.0,0,0,0,"60,338","1,629"
2429.0,0,"76,953","34,658","107,973","112,657"
2430.0,0,"16,916","12,621",0,"1,275"
2540.0,0,0,0,63,"1,109,013"
2640.0,0,142,287,161,100
2990.0,"12,412","21,705","287,275",0,0
3110.0,0,"7,610","4,065","411,910",11
3130.0,0,0,0,249,24
3190.0,0,206,"8,307","23,067","9,197"
3211.0,0,0,"23,145",27,"66,987"
3212.0,0,0,0,"22,322",588
3219.0,0,0,0,"2,341","3,050"
3220.0,0,0,"17,741","158,658","5,302"
3230.0,0,0,0,"17,178","20,081"
3240.0,0,0,0,"3,574","27,657"
3250.0,0,0,0,"1,476","5,259"
3260.0,0,0,0,"1,166,565","6,627"
3272.0,0,0,0,916,789
3273.0,0,0,0,"291,624",986
3274.0,0,"86,835",0,"100,474","3,506"
3275.0,0,0,"18,280","8,276","339,465"
3276.0,0,"25,589","3,848","6,723","14,372"
3279.0,0,0,0,"4,166","1,312"
3281.0,0,240,0,779,"2,339"
3282.0,0,30,"2,565","2,415","12,129"
3283.0,0,0,0,45,"1,781"
3284.0,0,121,429,"2,394","14,224"
3285.0,0,60,"12,138","2,974","29,217"
3286.0,0,11,"2,301","82,030","102,033"
3291.0,0,0,553,828,"2,984"
3292.0,0,0,0,"53,052","21,239"
3293.0,0,22,330,"1,949","1,155"
3297.0,"2,064","40,002","14,912","15,107","2,983"
3298.0,0,0,0,114,318
3299.0,0,737,17,"45,939","30,460"
4110.0,0,0,0,155,6
4150.0,0,0,0,97,569
4161.0,0,0,0,26,"216,121"
4170.0,0,0,0,"48,416","9,557"
4189.0,86,"2,287","9,438","160,021","49,908"
4190.0,0,0,28,"6,549","1,868"
4225.0,0,0,22,379,"1,178,211"
4310.0,0,0,0,"30,099",654
4322.0,0,0,0,"18,207",41
4323.0,0,0,0,"810,196",314
4331.0,"759,470",0,0,"34,616","3,083"
4338.0,0,119,835,0,0
4420.0,0,"1,839",0,88,"817,587"
4515.0,"31,386",0,0,171,22
4650.0,0,0,0,"166,944",933
4680.0,0,340,0,820,"69,278"
4690.0,0,0,0,874,"3,609"
4741.0,0,0,0,252,"241,834"
4782.0,0,0,0,240,"7,886"
4860.0,0,0,0,95,133
4900.0,0,89,"2,838","2,620","129,321"
5110.0,0,0,140,"67,824",704
5120.0,0,0,"1,679","52,505","38,011"
5190.0,0,187,"5,919","17,900","22,056"
5210.0,0,"34,221",0,0,0
5220.0,0,0,863,"945,689",120
5240.0,0,15,741,"64,216","30,972"
5290.0,"36,696",15,"6,738","120,450","22,862"
5312.0,0,0,0,618,500
