pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
1100.0,"2,775,813","13,686,218","20,427,017",0,0
1200.0,"86,076","69,195","84,492",0,0
2100.0,0,"32,378",0,0,0
2211.0,"439,353","3,164","3,128,462",0,0
2221.0,0,0,"535,407",0,0
2330.0,"492,956","286,914","2,012,924",0,0
2340.0,"121,245","92,572","137,293",0,0
2350.0,0,"5,380",0,0,0
2429.0,"3,696",0,"3,275",0,0
2430.0,"36,400","75,662","439,182",0,0
2540.0,"2,901","52,482","191,437",0,0
2640.0,"67,223","23,932","2,785",0,0
3110.0,0,"103,393",0,0,0
3190.0,0,"4,738",0,0,0
3212.0,"100,009","60,316","630,265",0,0
3219.0,"312,579","172,322","32,616",0,0
3220.0,0,"379,359","51,113",0,0
3230.0,0,"43,130",0,0,0
3260.0,"10,990","159,947","71,715",0,0
3273.0,0,"25,500",0,0,0
3274.0,0,"70,473",0,0,0
3275.0,0,"4,767",0,0,0
3276.0,0,912,"1,644",0,0
4161.0,0,0,"158,997",0,0
4170.0,"2,500",0,0,0,0
4322.0,"123,653","1,662,230","102,905",0,0
4331.0,0,"1,192,183","14,308",0,0
4335.0,0,"16,453",0,0,0
4410.0,0,"544,776","25,915",0,0
4420.0,"16,653","200,140","17,825",0,0
4650.0,0,"89,428",0,0,0
4670.0,0,0,"1,649",0,0
4690.0,0,0,"1,652",0,0
4782.0,"1,250","43,928","2,500",0,0
4860.0,0,"25,035","3,000",0,0
4900.0,0,"332,682",0,0,0
5210.0,0,"518,593",0,0,0
5220.0,0,"144,225","4,741",0,0
5312.0,0,"84,787","20,294",0,0
5315.0,0,"2,942","3,496",0,0
5370.0,0,"1,155",0,0,0
