pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
1100.0,0,"1,672",0,0,0
2430.0,"3,147","78,271",0,0,0
2540.0,0,"58,482",0,0,0
3190.0,0,"4,692",0,0,0
3212.0,0,"6,328",0,0,0
3219.0,0,"23,382",0,0,0
3274.0,0,"41,120",0,0,0
3275.0,0,"16,550","541,397",0,0
3276.0,0,"1,847",0,0,0
4322.0,0,"733,186",0,0,0
4323.0,0,"19,373",0,0,0
4331.0,0,"15,312","1,692",0,0
4335.0,0,"20,472",0,0,0
4410.0,0,"10,901","311,146",0,0
4420.0,"1,469","4,686","214,507",0,0
4670.0,0,"7,546",0,0,0
4860.0,0,"10,451",0,0,0
4900.0,0,"34,947","10,728",0,0
5220.0,0,"5,639","9,000",0,0
5312.0,0,"35,448",0,0,0
5330.0,0,"50,638",0,0,0
5390.0,0,"20,206",0,0,0
5429.0,0,"3,231",0,0,0
5480.0,0,"57,171","3,062",0,0
6241.0,0,"193,836",0,0,0
6746.0,0,"1,696",0,0,0
6782.0,0,"14,589",0,0,0
7110.0,0,"1,500",300,0,0
