pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
1100.0,0,0,0,"785,804",0
2100.0,0,"1,502,920",0,"4,391,504",0
2211.0,459,"2,797","389,404","112,651",0
2221.0,0,0,0,"22,007",0
2330.0,439,"24,081","356,690","127,762","323,382"
2340.0,"8,766","79,531","330,949",0,"93,421"
2429.0,0,0,"16,665",0,"253,372"
2430.0,0,0,0,0,"82,526"
2540.0,0,0,0,"60,805",0
2640.0,0,"9,746","4,236",1,0
3220.0,0,"26,963","10,796","22,751",0
3299.0,0,0,0,1,0
4331.0,0,0,0,"292,723",0
4420.0,0,0,0,0,"104,222"
5220.0,0,0,"97,225","370,432",0
5360.0,0,0,0,"3,369",0
6136.0,0,0,0,1,0
6811.0,0,0,0,2,0
6885.0,0,0,0,1,0
7110.0,0,"15,868",0,0,0
7900.0,0,"133,909",0,0,0
9900.0,0,0,0,1,0
