pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
2211.0,0,"27,254","90,420","52,015",0
2221.0,0,0,0,"2,200",0
2330.0,0,"43,171","29,942","1,361",0
2340.0,0,"1,249","98,061",0,0
3110.0,0,"1,614","11,378","22,407",0
3130.0,0,0,0,0,"46,925"
3190.0,0,0,0,"1,105",0
3212.0,0,0,0,"22,488",0
3219.0,0,0,0,"2,204",0
3220.0,0,0,0,"161,182",0
3274.0,0,0,0,"357,158",0
3275.0,0,0,0,662,0
3276.0,0,0,0,"11,276","149,611"
3283.0,0,0,0,69,0
3286.0,0,0,0,477,0
3292.0,0,0,0,0,"108,566"
3299.0,0,0,0,198,0
4189.0,0,0,0,0,"6,059"
4225.0,0,0,0,"12,098","13,191"
4331.0,0,0,"203,700",0,0
4420.0,0,0,0,0,"226,085"
4630.0,0,0,0,0,"371,458"
4650.0,0,0,0,"12,895",0
4782.0,0,0,0,0,"137,851"
5220.0,0,0,0,"45,729",0
5290.0,0,0,0,118,0
5315.0,0,0,0,"5,294",0
5320.0,0,0,0,"63,668",699
5330.0,0,0,0,"15,400","9,830"
5360.0,0,0,0,"11,532","2,193"
5370.0,0,0,0,"65,853",0
5422.0,0,0,0,"2,941",0
5429.0,0,0,0,410,"59,819"
5480.0,0,0,0,"8,985",202
5540.0,0,0,0,0,113
6241.0,0,"1,079,198",0,0,"3,732,105"
6344.0,0,"3,427",0,0,"55,825"
6443.0,0,0,0,0,"18,536"
6522.0,0,0,0,0,"65,802"
6653.0,0,0,0,215,0
6747.0,0,0,0,0,"29,622"
6782.0,0,0,0,0,49
6889.0,0,0,0,0,"6,031"
7110.0,0,0,0,"11,445","17,146"
7120.0,0,0,0,"8,590",0
7210.0,0,0,0,"66,194","7,825"
7230.0,0,0,0,0,97
7600.0,0,0,0,"2,009",0
7900.0,0,0,0,192,3
8900.0,0,0,"294,383",0,0
9900.0,0,0,0,"18,793",9
