pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
1100.0,0,"281,679",45,"2,252,770","2,947"
1200.0,0,0,0,0,888
2211.0,0,"2,331,202","61,561","1,328,563",15
2221.0,0,"12,952",19,0,0
2330.0,"13,884","1,536,663","4,091","1,021,425","3,841"
2340.0,"313,882","202,902","235,147","68,922",0
2350.0,0,0,948,0,150
2410.0,0,0,10,189,2
2429.0,0,0,319,"20,941",503
2430.0,0,"100,305",0,0,980
2540.0,0,"1,124,113",48,"339,978","3,890"
2640.0,0,0,"2,157",0,1
2990.0,0,1,0,0,0
3110.0,0,0,978,143,0
3120.0,0,0,101,0,0
3190.0,0,0,408,10,301
3211.0,0,0,62,"1,082",161
3212.0,0,0,0,"45,659",96
3219.0,0,0,351,"1,684",506
3220.0,0,"7,660",552,318,"2,167"
3230.0,0,0,148,341,"47,412"
3240.0,0,0,254,"3,955","8,992"
3250.0,0,0,18,36,"3,458"
3260.0,0,0,707,104,"3,321"
3272.0,0,0,159,"31,752",106
3273.0,0,0,19,0,22
3274.0,0,"114,240","60,018","7,811",809
3275.0,0,0,"1,073","3,258","19,850"
3276.0,0,0,134,635,"14,757"
3279.0,0,0,717,22,"1,431"
3281.0,0,0,0,19,11
3282.0,0,0,"1,162","25,883","8,955"
3283.0,0,0,15,775,881
3284.0,0,132,"5,103",74,"11,443"
3285.0,0,0,"6,995","13,637","8,455"
3286.0,0,0,"3,282","11,619","39,898"
3291.0,0,0,101,"3,921","10,676"
3292.0,0,0,374,713,"1,852"
3293.0,0,0,109,18,69
3297.0,0,0,43,247,"1,234"
3298.0,0,0,316,"18,956",564
3299.0,0,"16,002","55,812","1,076","9,643"
4110.0,0,"1,135",0,783,567
4150.0,0,0,71,588,28
4161.0,0,0,37,0,1
4170.0,0,0,35,880,490
4189.0,0,"1,926","1,084","40,327","22,788"
4190.0,0,0,843,122,"1,200"
4225.0,0,"21,233",215,"2,339","106,347"
4310.0,0,0,0,"76,331",0
4322.0,0,0,0,"1,224,336",115
4323.0,0,0,26,"576,779",75
4327.0,0,0,43,0,0
4331.0,0,0,"2,007","994,725","1,051"
4420.0,0,0,0,107,35
4515.0,0,0,0,2,0
4650.0,0,0,43,0,139
4680.0,0,0,0,924,64
4690.0,0,0,0,"2,854",674
4741.0,0,0,0,0,18
4782.0,0,20,"1,152",79,"9,657"
4900.0,0,0,170,"146,522","1,668"
5110.0,0,0,66,"14,268","3,417"
5120.0,0,0,835,"255,498","55,362"
5190.0,0,"4,164","7,341","5,104","6,868"
5210.0,0,0,0,0,831
5220.0,0,"49,733","5,853","160,860",220
5240.0,0,0,"1,836","5,828","19,900"
5290.0,0,"1,220","13,364","29,714","7,856"
5312.0,0,0,0,"1,308",66
5315.0,0,0,0,"18,798",0
5320.0,0,0,22,"17,001","20,398"
5330.0,0,493,181,"9,936",298
5360.0,0,800,615,"297,105",727
5370.0,0,0,"1,191","10,764","1,142"
5390.0,0,0,694,"3,995","1,092"
5421.0,0,0,78,642,363
5422.0,0,0,298,"9,877","1,998"
5429.0,0,0,43,"2,710","4,867"
5480.0,0,"14,900","11,771","18,550","17,088"
5540.0,0,0,410,"13,113","6,223"
6134.0,0,0,363,"17,220","11,175"
6136.0,0,0,150,"3,181","1,058"
6241.0,0,0,0,0,67
6344.0,0,0,410,958,549
6442.0,0,0,273,23,"5,749"
6447.0,0,0,0,3,0
6521.0,0,0,0,16,"1,445"
6522.0,0,0,155,48,0
6590.0,0,0,673,"3,364",55
6653.0,0,0,913,143,"2,544"
6654.0,0,0,"23,997","5,635","4,552"
6746.0,0,0,251,0,624
6747.0,0,0,"2,678","2,871","2,279"
6781.0,0,0,282,46,260
6782.0,0,0,"1,162",128,"8,279"
6811.0,0,0,"33,388","2,125","179,003"
6817.0,0,0,"1,661","3,602","2,257"
6822.0,0,0,"2,849","1,440","2,919"
6835.0,0,0,97,"5,620",92
6838.0,0,0,0,0,7
6839.0,0,0,"6,328",36,"1,964"
6856.0,0,0,0,25,0
6857.0,0,0,"3,947","3,164","2,369"
6858.0,0,0,"11,547","12,274","4,311"
6861.0,0,0,"2,893",122,438
6865.0,0,0,"1,385",0,72
6871.0,0,0,0,"50,594",39
6872.0,0,0,0,"1,412","2,345"
6885.0,0,"1,751","16,487","10,016","9,689"
6887.0,0,"30,812","362,292",0,0
6888.0,0,0,959,0,"1,270"
6889.0,0,"3,882","125,197","10,858","43,309"
6891.0,0,122,670,"1,323",85
6893.0,0,0,22,42,"14,656"
6894.0,0,0,0,0,549
6899.0,0,0,222,41,680
7110.0,0,"4,077","11,670","35,599","44,640"
7120.0,0,"1,465","8,254","7,004","17,220"
7210.0,0,"7,617","168,397","524,950","259,559"
7220.0,0,0,24,116,458
7230.0,0,0,222,136,"6,723"
7300.0,0,0,"1,572",52,33
7400.0,0,532,"191,281","8,409","8,551"
7500.0,0,"1,555","1,109","8,951","21,846"
7600.0,0,"2,208","3,845","18,165","10,167"
7900.0,0,"447,279","1,908,840","45,528","25,669"
8900.0,0,0,14,0,0
9900.0,0,0,"1,123","263,929","27,523"
