pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
1100.0,0,"20,981",0,0,0
2430.0,0,"80,273",0,0,0
2540.0,0,"66,621",0,0,0
3110.0,0,"2,819",0,0,0
3190.0,0,"16,042",0,0,0
3219.0,0,"15,188",0,0,0
3274.0,0,"99,932",0,0,0
3275.0,0,"59,737",0,0,0
3276.0,0,0,"1,663",0,0
4310.0,0,"8,904",0,0,0
4322.0,0,"893,632",0,0,0
4323.0,0,"26,780",0,0,0
4331.0,0,"126,020","1,536",0,0
4410.0,0,"12,411",0,0,0
4420.0,0,0,"159,479",0,0
4650.0,0,"21,030",0,0,0
4690.0,0,"3,312",0,0,0
4782.0,0,"40,450",0,0,0
4860.0,0,"3,384",0,0,0
4900.0,0,"104,970","7,795",0,0
5220.0,0,"13,377",0,0,0
5312.0,0,"37,365",0,0,0
5330.0,0,"135,029",0,0,0
5390.0,0,"72,142",0,0,0
5480.0,0,"1,721",0,0,0
6241.0,0,"189,609",0,0,0
6344.0,0,"1,731",0,0,0
6522.0,0,"1,670",0,0,0
7110.0,0,175,175,0,0
