pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
1100.0,0,"17,309",0,"272,927",0
2100.0,0,0,0,"22,878,727",0
2211.0,0,"843,438",0,"688,055",0
2221.0,"3,981","89,182","3,697","1,814",0
2330.0,0,"521,796","9,132","483,235",0
2340.0,"128,676","169,933","15,925",57,0
2350.0,0,0,0,"172,413",0
2429.0,0,0,0,"1,387,368",0
2430.0,0,"25,797","10,345",0,0
2540.0,0,0,0,"378,145",0
3220.0,0,0,0,19,0
3276.0,0,0,0,"1,657",0
3283.0,0,0,0,"114,739",0
3285.0,0,0,0,1,0
3286.0,0,0,0,0,255
3292.0,0,0,0,"6,736",0
3299.0,0,0,0,"209,103",13
4110.0,0,0,0,20,0
4170.0,0,0,0,867,0
4189.0,0,0,0,"6,359","13,711"
4190.0,0,0,0,"8,500",885
4225.0,0,0,0,0,"85,398"
4420.0,0,0,"14,825",0,"46,714"
4782.0,0,0,0,"150,160",0
4900.0,0,0,0,"204,114",0
5110.0,0,0,0,"107,826",0
5120.0,0,0,0,147,"14,681"
5190.0,0,0,0,23,597
5240.0,0,0,0,24,0
5290.0,0,0,0,37,0
5370.0,0,0,0,129,0
5421.0,0,0,0,20,0
5429.0,0,0,0,0,"7,921"
5480.0,0,0,0,"47,129",136
5540.0,0,0,0,"1,931",0
6134.0,0,0,0,"1,118",704
6136.0,0,0,0,314,176
6654.0,0,0,0,0,13
6835.0,0,0,0,235,0
6839.0,0,0,0,0,44
6871.0,0,0,0,20,0
6885.0,0,0,0,"3,712",56
6889.0,0,0,0,205,27
7110.0,0,0,0,400,881
7120.0,0,0,0,49,36
7210.0,0,0,0,129,78
7230.0,0,0,0,38,7
7400.0,0,0,0,119,44
7500.0,0,0,0,"1,364",175
7600.0,0,0,0,148,35
7900.0,0,0,0,135,498
9900.0,0,0,0,"3,509",1
