pub_group,dom_intraport,dom_receipts,dom_shipments,for_receipts,for_shipments
1100.0,0,0,0,79,484
1200.0,0,0,0,20,0
2100.0,"239,641","10,981,607","36,881","9,612,778","9,629"
2211.0,"167,892","758,357","2,597,951","267,333","173,465"
2221.0,"1,426",0,0,"289,904",0
2330.0,"381,742","1,226,589","472,477","494,887","304,229"
2340.0,"1,633,247","69,569","844,836","727,072","1,134,864"
2350.0,"693,716","100,917","543,915","107,309","84,129"
2410.0,"1,961",0,0,"75,539","1,311"
2429.0,"12,328","141,224","16,596","413,865","271,223"
2430.0,0,0,0,0,649
2540.0,0,"8,924",0,"158,747","1,235,953"
2640.0,0,183,611,69,75
2990.0,0,"16,705","1,530",0,0
3110.0,0,"8,544",0,"501,511",459
3120.0,0,0,0,0,581
3130.0,0,0,0,"13,024",39
3190.0,0,"1,902","7,491","55,693","20,594"
3211.0,0,0,"18,615","26,547","63,834"
3212.0,"8,119","26,866","24,092","91,398","5,175"
3219.0,0,0,0,"1,904","2,328"
3220.0,"7,164",0,"166,708","190,748","4,201"
3230.0,0,0,0,"23,653","3,736"
3240.0,0,0,0,"16,752","23,041"
3250.0,0,0,0,"3,427","3,571"
3260.0,0,0,0,"970,021","2,601"
3272.0,0,0,0,701,780
3273.0,0,0,0,"296,556",572
3274.0,0,"21,458",0,"126,337",432
3275.0,0,"28,170",172,"9,074","373,045"
3276.0,0,"3,130",0,"23,986","5,588"
3279.0,0,0,0,"2,732","34,163"
3281.0,0,88,0,"1,039","2,525"
3282.0,0,0,"2,581","4,952","9,101"
3283.0,0,0,0,319,"2,252"
3284.0,0,1,525,"31,659","10,745"
3285.0,0,150,"9,711","7,607","25,927"
3286.0,0,106,"2,425","54,912","80,030"
3291.0,0,0,419,"2,189",721
3292.0,0,0,21,"41,069","12,956"
3293.0,0,19,231,"1,336",334
3297.0,"28,041","96,605","18,090","5,646","2,059"
3298.0,0,0,0,780,0
3299.0,0,"1,258","1,404","115,933","41,197"
4110.0,0,0,0,115,9
4150.0,0,0,0,"1,743",410
4161.0,0,0,"4,222",207,"116,069"
4170.0,0,31,0,"41,301","2,621"
4189.0,0,"4,206","6,633","227,972","26,386"
4190.0,0,21,41,"7,345","1,063"
4225.0,0,0,12,823,"1,086,886"
4310.0,0,0,0,"37,154",430
4322.0,0,0,0,"3,008",568
4323.0,0,0,0,"716,053",204
4331.0,"2,464,971",0,"38,640","740,152","1,242"
4338.0,0,164,829,0,0
4420.0,0,286,21,125,"868,710"
4515.0,"30,602",0,0,108,24
4630.0,0,0,0,0,19
4650.0,0,0,0,"67,746","1,084"
4680.0,0,16,0,203,"53,056"
4690.0,0,0,0,827,"5,630"
4741.0,0,0,0,"8,451","342,457"
4782.0,0,0,0,986,"4,786"
4860.0,0,0,0,"5,512",20
4900.0,0,116,"1,880","4,907","78,243"
5110.0,0,425,238,"25,643",997
5120.0,0,424,"2,043","59,861","44,843"
5190.0,0,"1,215","3,789","26,403","16,620"
5220.0,0,194,"1,298","882,253",422
5240.0,0,27,436,"98,477","8,871"
5290.0,"74,592",905,"20,265","149,573","9,801"
5312.0,0,0,0,"1,065",866
5315.0,0,0,0,157,0
5320.0,0,0,0,"22,119","5,009"
5330.0,0,0,0,"183,093","19,321"
5360.0,0,0,0,"36,001",341
5370.0,500,0,"1,757","97,914",623
5390.0,0,0,0,"8,499","2,123"
5421.0,0,0,0,"3,425","1,507"
5422.0,0,0,0,"19,249","4,305"
5429.0,0,0,0,"5,347","271,830"
5480.0,"1,870","2,496","13,012","928,142","26,738"
5540.0,0,0,423,"57,677","1,393"
6134.0,0,0,713,"12,225","20,651"
6136.0,0,0,0,"6,635","27,967"
6241.0,0,0,0,814,"125,507"
6344.0,0,100,8,224,"11,984"
6442.0,0,0,"41,239","67,790","642,708"
6443.0,0,0,0,0,107
